Doug is the type of guy to make a mid-size family SUV review interesting,Juan Pablo Correia Echeverria,13,The 2020 Toyota Highlander Is On Top Of Its Game
Doug the type of guy who gives himself a Doug score,nflcolts83,,The 2020 Toyota Highlander Is On Top Of Its Game
Doug the platinum trim level like you are in does have the digital rear view mirror!,Zach Hemler,,The 2020 Toyota Highlander Is On Top Of Its Game
"12:23
Doug is the type of guy who reviews a car at a no parking zone",I/S Arq28,81,The Oldsmobile Silhouette Was a Really Weird Luxury Minivan
"Doug, the kind of guy that has, ""vents on the back of your head"" 15:30",Copper Key Racing,2,The Oldsmobile Silhouette Was a Really Weird Luxury Minivan
14:46 Doug is the kind of guy who parks in a no parking zone just to review a 90's hoover van,KB - EBU,1,The Oldsmobile Silhouette Was a Really Weird Luxury Minivan
"Doug, the type of guy that Remember.",Davide Cappiello,,The Oldsmobile Silhouette Was a Really Weird Luxury Minivan
Doug is the type of guy to bring 18 people to an 18+ movie,Elliot Reviews,301,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug is the type of guy that sleeps with a ruler to see how long he's slept,Fateh Gyani,174,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug's the type of guy to play Grand Theft Auto and stop at the red lights and follow traffic signs while playing.,emmanuel ramires,4,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug the type of guy to break into a car just to steal the owners manual,Nas .J •,2,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug the type of guy to moan when entering the third row of a 2020 Mercedes GLB,Aidan F,1,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
"Me watching Doug video on full volume without putting on the headphone:-😄
Meanwhile Doug:-3:30(Ah Ah Oh Ah)
(Doug: the type of guy who can make you feel embarrassed just in few seconds)",Kaustubh Nagrare,25,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
"Doug the type of guy to give his father ""the talk""",Holden McGroin,25,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug the type of guy to eat chips with a spoon,SawRunner,31,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug the type of guy to call himself Douglas for short,Alex Duffus,2,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
Doug is the type of guy that would have a son and teach him his first word to be “THIS”,Uav Online,55,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
"Doug, the type of guy to own a Ford GT and have a wallpaper  on his phone of a Carrera GT.",Dionis Stratrov,,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
"Doug, the type of guy that moans when he wipes his butt.",Cannon Colossus,12,The 2020 Mercedes-Benz GLB Is a Small Family Luxury SUV
"Doug, the type of guy that drinks the water from the vases and says “Tasty”.",mpgxsvcd,1K,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug is the type of guy who will set that TV going and watch it,Castle Gaming,2,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"I was scrolling through the comments and I got worried when I didn’t see a “Doug, the type of guy” comment for a while, then I saw one and I calmed down",Itz_Warplqne,2,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug, the type of guy who thinks a miniature vase is a champagne flute.",Willems Pierre,26,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug is the type of guy to hire a chauffeur and ask him to sit in the back, so he can give him feedback about the back seat experience.",Βαγγέλης Γιαννόπουλος,3,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug the type of guy to take his grandma to the doctor in his Bentley limo....,TheTrucker Ed Show,3,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
23:21 Doug the type of guy to wear seatbelts twisted,Tedd,215,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug the type of guys to keep his seatbelt twisted like that,Bryce Turcaz,2,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"18:08 Doug, the kind of guy to break into a car to see if there's any quirk or feature.",Myron Gaines,51,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug, the type of guy to write his full name on a bathroom sign out sheet",Luke J,117,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Dougs the type of guy to say And So at the beginning of each scene...,n84434,,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug, the type of guy to break into a car to steal the owner’s manual.",Hamza Amin,14,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"First video where you don't only find comments like ""doug the guy who...""",Sebastian Zamparooo,,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug the type to take a limo to Costco to get those $4.99 rotisserie chickens.,The Real Tmac,11,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug the type of guy to cover his eyes and turn away when his wife is getting undressed.,the esh wanadon,,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug the type of guy to drink orange juice from the vases and say, ""Orangey!""",Josh Galka,37,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
Doug is the type of guy to accidentally try to get in your car and sets the alarm on,laskos02,,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug, the type of guy that enjoys driving limos more than riding in the back of a limo.",mpgxsvcd,16,This Bentley Limo Was the World's Best Luxury Car 20 Years Ago
"Doug de Muro, the type of guy that doesn't need a cameraman, nice clothes or expensive production to entertain us every single Tuesdays and Thursdays. 

Thanks, Douglas.",Rodrigo Blake,2K,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
"Doug, the type of guy to measure his height in tablespoons.",CubyDoesStuff,29,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug the type of guy to cancel his doctor's appointment because he's sick,sheeblou __,38,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
"Doug, the type of guy who is car reviewer but reads fuel economy facts from his cell.",raulio81,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug the type of guy to make the best car reviews on Youtube;),arthur tourne,60,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
"Doug Demuro, the type of guy to review a Mazda in a blue shirt.",mr.JR1981,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug is the type of guy to get decapitated in a foam sword fight,Backyard engineering,19,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
doug is the type of guy to think you can type in an address while driving,Michael Smith,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug the type of guy to fulfill his future child’s request to go get him a book but instead he goes outside to get the owners manual out of his car,An annoying asshole,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Makes me wonder if Doug the type of guy who has small things he wants to conceal from other people in his car.,Vajra Robinson,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
"Doug DeMuro, the type of guy to go on a date with a girl and give her a Doug score based on the car she drives
Love your reviews Doug thanks man",OmarSaad,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug the type of guy that wipes his ass with a sock,carlos campos,,The 2020 Mazda CX-30 Is Mazda's New Fun Small Crossover
Doug is the type of guy to match his shirt with the brake calipers of the car he is driving,K N,724,The 2020 Lamborghini Huracan Evo Is an Improved Huracan
"Doug, the type of guy to give gangstas a dawg score",ElCompaGio,81,The 2020 Lamborghini Huracan Evo Is an Improved Huracan
Doug the type of guy to fart in a toilet & flush it,Roland Cole,18,The 2020 Lamborghini Huracan Evo Is an Improved Huracan
"Doug is the type of guy to hop in an uber and tell the driver ""I bet you didn't know this about your car""",Skylar Heyse,186,The 2020 Genesis G90 Ultimate Is a Bargain Luxury Sedan
Doug the type of guy to break into a house just to give it a Dougscore.,Arz Boltzka,886,The 2020 Genesis G90 Ultimate Is a Bargain Luxury Sedan
"Doug is the type of guy to be bad at ""Doug is the type of guy"" jokes.",ottotheorange741,1K,The 2020 Genesis G90 Ultimate Is a Bargain Luxury Sedan
Doug the type of person to get locked out of his topless Convertible,Automotive Addicts,39,This 6-Wheeled Jeep Wrangler Is the Craziest Jeep Ever
Doug is the type of guy who reviews an Escape while getting his GT serviced.,DO5729,338,Here's Why the 2020 Ford Escape Is a Huge Improvement
Doug is the type of guy to have a National park’s annual pass.,Alex Calixto,34,Here's Why the 2020 Ford Escape Is a Huge Improvement
"Doug, the type of guy that says you can’t “pinch to zoom” in this car and almost immediately demonstrates “pinching to zoom” in this particular car.",mpgxsvcd,725,Here's Why the 2020 Ford Escape Is a Huge Improvement
Doug the type of guy that thinks everyone calls it “ PT loser” just because he does,EL PATRON,334,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug is the type of guy to cancel his doctors appointment because he’s sick,Flakes,680,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
I love how someone sent Doug their car and he just takes the piss out of it.,YegoLoda,,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
"Doug, the type of guy to buy an expensive car just to hide the fact that he has 4 shirts on.",boomkittyFX,2,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug is the type of guy to read the car manual before driving 🤦🏾,Sniperwolf Boy,,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug is the type of guy to have his wife sit in back for better weight distribution,DESKEJT x,95,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug the type of guy to own a reptile when he was in college,Andrew,39,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug is the type of the guy that has more than 5 favorite radio stations.,Fiji Fi,,The Chrysler PT Cruiser GT Was the Best Version of the Worst Car
Doug is the guy that provides you real history information about the car. Thank you man,Amir,4,The Mercedes-Benz 500E Is the Original Porsche Sedan
"Doug DeMuro is the kind of guy who calls the ""Oh Shit"" bar a coat hanger.",C Lance Frazier,2,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the type of guy to drive a Honda Civic in reverse on backroads so that it’s rear wheel drive,John Eldepresso,214,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the kind of guy that enjoys “a little man”.,bill walsh,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the type of guy that still let's his mother dress him and buy his wardrobe.,Matt Sivad,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the type of guy to upload 23 seconds ago,Jacob Young,46,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the type of guy to own a customized Ikea shopping cart.,The Real Tmac,130,The Mercedes-Benz 500E Is the Original Porsche Sedan
doug the type of guy to say thank you when his microwave beeps,Mason Miller,21,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the type of guy makes car engine sound from his mouth when driving a Tesla.,Divyanshu ranjan,23,The Mercedes-Benz 500E Is the Original Porsche Sedan
"doug the type of guy to park in the ""employee parking only"" section when he is in fact not an employee",Niko,26,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the type of guy to confuse me with that title,Marley K,111,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the type of guy to find a perfect example of a car to review after Hoovie gets one just to remind him of the one he didnt get.,R. Morales,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the type of guy who wears two t-shirts to the prom,CurlyJefferson,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the type of guy that would laugh at his own singular vs plural joke,joosunkmybattleship,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug the kind of guy who knows what every button does.,Fariz Rashid,,The Mercedes-Benz 500E Is the Original Porsche Sedan
Doug is the kind of guy to extends his vocabulary with each owner's manual.,Theorak,25,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug, the kind of guy to film separate shots of himself caressing leather.",ProductofNZ,49,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to wake up his parents to tell them that he is going to sleep,YOVNGPETER,1.2K,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug’s the type of guy to give you the shirt off his back and still have a shirt on his back.,Aye Bing,250,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
doug the type of guy to have a favourite page in the owners manual,' ♥ # Y)=00ßß,1,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"I think we've left the ""Doug the type of guy to wear two shirts"" ""jokes"" in the 2010's",Patrick Kennedy,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to listen to the fitness gram pacer test for entertainment,Paul P,1,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug Demuro : the kind of guy that makes jokes on millennials even though he is in fact, a millennial.",Henri D,2,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug, the type of guy that puts a ruler under his pillow to see how long he slept for.",Cannon Colossus,36,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to provide engaging and interesting content on a regular schedule for his viewer base.,zimemes,38,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy that walks in on his girl cheating on him and then says “sorry I came at the wrong time”,Bayrem,21,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug, the type of guy to say to the dealership ""I like what you haven't done with the place""",o0Donuts0o,86,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Got damn Doug theres a ad every 3 mins,Keenan Davis,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to make you feel much older already in 2020.,MiG-21 Fishbed,1,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug, the type of guy to sneeze and tells God bless you.",don mcarty,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
You know you’re early when there are no ‘’doug the type’’ jokes,yousuf amir,41,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to pour the milk first so his cereal has a soft landing,James,65,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to say “ALRIGHT” every time he gets ready to drive a car,Raymond Schafer,98,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug's the type of guy to get owners manuals in audio book format,420 YEET,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug, the type of guy to review an award winning Turbo R and then open the boot with keys hanging out of the lock.",itsallac0nspiracy,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to be one of my favourite youtubers.,Shaek Isbat,17,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to rev a Tesla in a tunnel,Asma begum Kolur,1,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to ask his brothers son for all his high school trophies to call a car a millennial.,CrawfordB,1,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to call a fast food restaurant to place his order while sitting in the drive-thru.,bhs,27,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"I think I can smell, ""Doug is the Type of Guy"" T-shirts cooking....",Evan Turnau,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
Doug the type of guy to get drafted into WW3,Brobi Wan Kenobi,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
No Doug the first thing you notice in that interior is the absolute atrocious steering wheel cover. 😂,Angel Vargas,,The Bentley Turbo R Was the Flagship Bentley 30 Years Ago
"Doug the type of guy to give ""Doug, the type of guy"" awards.",Ozymandias,2.4K,Here Are the 2019 Doug Car Awards!
"We've done it boys. He acknowledged the ""Doug is the type of guy"" meme",Generic Memes,147,Here Are the 2019 Doug Car Awards!
Doug: the type of guy who wipes his feet at the door -before going outside.,xj22021,55,Here Are the 2019 Doug Car Awards!
Doug is the type of guy to talk about himself in the third person,Brennan,22,Here Are the 2019 Doug Car Awards!
"I hit like as soon as he said ""Doug is the type of guy""",Anthony Libman,8,Here Are the 2019 Doug Car Awards!
Doug's the type of guy to prefer his quirks and features downloaded and updated overnight.,Kemruss,5,Here Are the 2019 Doug Car Awards!
"When he said: ""The, Doug is the type of guy reward"", I kind of expected a comment reward xD",Force Of Silver,1K,Here Are the 2019 Doug Car Awards!
Doug is the type of guy to make an award to rank his presents to himself.,Frank Morrison,3,Here Are the 2019 Doug Car Awards!
Doug the type of dude to wear shorts and a t-shirt to his own award show,Dankest Media,2.2K,Here Are the 2019 Doug Car Awards!
"We need Doug to do ""Doug the type of guy"" awards for the the comments too.",Bazzyg,545,Here Are the 2019 Doug Car Awards!
"Doug is the type of guy to name
The DOUG AWARDS
THE BIGGEST EVENT OF THE YEAR",Person Man Man,2,Here Are the 2019 Doug Car Awards!
"Doug the type of guy to have a closet full of shorts and t-shirts.

Happy New year Doug Nation.",Drizzy Ayobami,2,Here Are the 2019 Doug Car Awards!
Doug is the type o guy to call sick in an doctor's appointment,ЛАДАРРО,4,Here Are the 2019 Doug Car Awards!
Doug is the type of guy whose bulge isn't functional.,Robert Finkelman,324,Here's Why the BMW M3 E92 Was the Craziest BMW M3
Doug is the type of guy to review a E92 m3 while wearing a S Cargo T-shirt,Nick G,,Here's Why the BMW M3 E92 Was the Craziest BMW M3
Doug the type of guy to go DEEP into the rev range,Derek Coffelt,,Here's Why the BMW M3 E92 Was the Craziest BMW M3
Doug the type of guy to wear a Nissan S-Cargo shirt when reviewing an E92 M3...,Iden F,,Here's Why the BMW M3 E92 Was the Craziest BMW M3
Doug the type of guy to always wear wet shirts even without sweating ,süße früchte,4,Here's Why the BMW M3 E92 Was the Craziest BMW M3
"Doug, the type of guy that counts his steps as he is climbing the stairs.",NotoriousSingh,32,"The Ford F-650 Is a $150,000 Super Truck"
Doug is the embodiment of extending your essay to make the word limit,Abel Carranza,,"The Ford F-650 Is a $150,000 Super Truck"
22:03 Doug is the type of guy that forgets 2x 50 is 100.,ZesPak,10,"The Ford F-650 Is a $150,000 Super Truck"
Doug the type of guy to roast your car when you drive him somewhere,green Caulfield,865,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug's the type of guy to give his Uber drivers' cars Doug scores after he gets out,suttn,982,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of guy who wears DOG tshirt to review hellCAT,,227,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
"Doug, the type of guy to read a car’s owner’s manual like it’s a bedtime story to his childen at bedtime.",Josh Bacon,607,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug is the Type of guy who is wearing a helmet while playing forza horizon,Bersan K,341,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of guy to not tell us who he borrowed this Hellcat from.,diondion213,710,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
"Doug DeMuro, the kind of guy who complains about trunk release buttons, turn signal stalks, and adaptive cruise control on his drag car.",Shadowless311,222,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of dude to give his christmass gift a dougscore,Chris Tmg,425,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Hey Doug the doors open up so wide that would be a good feature for people that are in wheelchairs super sharp man I think it's got a lot of really cool features.. you always give Fair reviews you have reviewed so many vehicles that ain't even funny man have a good one Doug I'm going to finish this cool video man👍👍👍👊👊,Roy Nelson,,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of guy to touch a girl with gloves,J c,158,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
"Doug, the type of guy NoT to mention his “incident with a hellcat” in a  hellcat review.",Cole s,93,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of guy to tie his shoes with out bending his knees,Killer Bean,196,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug is the type of guy to listen to Taylor Swift in a Hellcat.,jesse hays,45,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug's the type of guy to give a  Doug score to his shopping cart after going to the grocery store.,Larry G.,,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug is the type of guy to fart when he’s home alone and say “excuse me”,Bayrem,8,The 2020 Dodge Charger Hellcat Widebody Is the Craziest Sedan on Sale
Doug the type of guy to make small talk at a urinal.,Radu Udroiu,756,The Pagani Zonda Is an Insane $6 Million Supercar
Doug the type of guy to check his breath before calling someone,greeniz,489,The Pagani Zonda Is an Insane $6 Million Supercar
"Doug the type of guy to say ""I came as fast as I possibly could.""",halftonedeaf,1,The Pagani Zonda Is an Insane $6 Million Supercar
"Doug, the type of guy to highlight the quirks & features before climbing into your girlfriend.",Moosz Hunted,2,The Pagani Zonda Is an Insane $6 Million Supercar
"Doug, the type of guy to wrap a towel around his head when he gets out of the shower",Errol Wilcox,,The Pagani Zonda Is an Insane $6 Million Supercar
"Doug, the type of guy to get pulled over by the police and when the officer reaches the window he says: ""THHISSSS is my driver's license""",CalvinMagnus,,The Pagani Zonda Is an Insane $6 Million Supercar
"Doug is the type of guy who when he kneels to pray, goes on a road trip.",notfiveo,,The Mercedes G63 AMG 6x6 Is the Ultimate $1.5 Million Pickup Truck
"Doug the type of guy to fart in the toilet, quickly close the lid to trap the fart, and then flush",Anon521,,The Mercedes G63 AMG 6x6 Is the Ultimate $1.5 Million Pickup Truck
Doug the type of guy to remove the letter U from his name to spell Dog on an application form,Anon521,,The Mercedes G63 AMG 6x6 Is the Ultimate $1.5 Million Pickup Truck
"Doug, the type of guy to take a nap laying under the G63 AMG 6x6 just because of the ground clearance.",lightningbolt99999,212,The Mercedes G63 AMG 6x6 Is the Ultimate $1.5 Million Pickup Truck
Doug the type of guy to look under his bed before he goes to sleep.,Sam R,341,The Mercedes G63 AMG 6x6 Is the Ultimate $1.5 Million Pickup Truck
Doug is the type of Guy to watch his own videos while he’s on the toilet,Blues Guy,210,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
Doug's the kind of guy who takes a leak on one side of the vehicle and forgets it trickled under to the other side...as he begins his video!,Don Xeon,7,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
Doug’s the kind of guy to calculate Doug-scores on his Casio calculator watch.,The Best In The World,316,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
doug's the type of guy who likes cars,Rand Paul,,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
"Doug ""the type of guy"" DeMuro",Sean Noble,2,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
Doug the type of guy to wear an undershirt under his T-shirt cause its winter in Cali,George Merriam,1,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
The first thing i look in this channel is the 'doug the type of guy' comment,GOKUL,,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
"Doug, the type of guy to buy his tyres on Ebay",sqprxs,,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
Doug the type of guy to get on his knees on tarmac with short cargo pants,lil oveRdose666,16,Here's a Tour of the 2021 Aston Martin DBX Ultra-Luxury SUV
I love Doug the perfect guy to do this job,Derek Jones,,The Vector W8 Is the Craziest Supercar Ever Made
Doug the type of guy to pull his pants down to fart.,Man on the Moon,434,The Vector W8 Is the Craziest Supercar Ever Made
Doug is the type of guy to close the fridge door with his hip,Jane Walker,1.7K,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the type of guy to clap his hands at the end of every movie.,wE aRe [Y̲̅σ̲̅υ̲̅т̲̅υ̲̅b̲̅є̲̅],34,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug's the type of guy to buy a BMW and use the blinkers,Team Shmo,2.2K,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of guy to put gloves in the glove compartment,Luh Kalashnikov,22,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of guy to wash his hands after taking a shower,grande mocha,912,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of guy to explain his jokes immediately after saying them.,Ryan Hunter,532,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the type of guy to interrupt himself in an argument,Taimoor,595,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the type of guy to buy a car just to give to someone so that way he can say he borrowed the car for his car reviews.,zenifgar,1,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
"18:19  Doug the type of guy to drive a sports car and say ""feels surprisingly sporty"".",SinX,86,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
"Doug the type of uncle to say


I'll hang out with the teens",Νικος ΒΠ,87,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug’s the type of guy to tell everyone he’s 6’4,ItsAhmad,159,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of dude who sways his head when he drinks from straw,killi Aslo,,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug's the type of guy to take the doug scores seriously,adrian5b,1,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the type of guy that orders a virgin strawberry daiquiri.,Dm755,1,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
doug the type to get on his knees and still be taller than a bmw m8 competition,Brandon P,,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the kind of guy who uses soap to clean his soap.,Willems Pierre,1,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of dude to sneeze and bless himself,Eddie Martin,,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug is the type of guy to pull his pants all the way down to his ankles at the urinal,Camaro 2 SS,1,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
Doug the type of guy who gives his Doug score a Doug score,wanderind1,7,Here's Why the 2020 BMW M8 Competition Is the Ultimate M Car
doug is the type of guy who still use yahoo email in 2019..,adrian gx,66,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug is the type of guy to chauffeur  himself in his personal limo >.> then give himself a tip!!,teri brod,5,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
"Doug, the type of guy to review a stretched ""Bird"" scooter next",oliver gomez,3,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
"Doug is the type of guy to extend the Land Rover in his intro to look like the range Rover....

And did not use",PAKTRA PRODUCTIONS,,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug is the type of guy that pulls his shorts down to his ankles to take a piss.,M K,17,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug is the type of guy to sit in the jump seats of his limo...,Arjun Shringi,8,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug the kind of guy to wake you up to say goodnight,Stigs722,,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug is the real life chandler😂,Slug,,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug the type of guy to use yahoo,Dalai lama,,Here's Why the Range Rover Limo Is Ultra-Luxury Transportation
Doug is the type of guy who licks his finger before swiping to another page on his iPad,Jesse,5.5K,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
Doug the type of guy to tell his girlfriend that she has decent quality but he worries about long term reliability.,Hasan Ergin,2.5K,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
"Doug is the type of guy who says ""Aaaahhhh"" after every sip of coffee.",Robert J,1.3K,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
@doug the volume is also controlled by swiping two fingers up or down on the pad directly above the volume button. Pretty easy to use,Robert severino,,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
"Doug, the type of guy to wash his hands after having a shower",Daniel Sevell,474,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
"Doug is the type of guy that presses the unlock botton to lock the car and vice versa.

That was my first time doing that, man it feels good!",The Abdo Kallab,,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
Doug the type of guy to cancel a doctor's appointment because he's sick,Joshua Hill,485,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
"Doug is the kinda guy that refers to a drone as a ""camera helicopter""",Chad Pugh,655,Here's Why the 2020 Porsche Taycan Is the Best Modern Porsche
